"","TARGET_FLAG","TARGET_AMT","AGE","BLUEBOOK","CAR_AGE","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"1999","0",0,45,14330,6,"Minivan","Private","0","Bachelors",219527,"2",71033,"Clerical","2","Yes","5",0,"No","no","No","F",17,36,"Urban",14
"2000","0",0,35,14320,1,"Minivan","Private","0","High School",0,"0",17562,"Clerical","0","No","0",0,"No","yes","No","M",10,6,"Rural",7
"2001","1",5342,60,27420,11,"Van","Commercial","0","PhD",0,"1",102339,"Manager","1","No","8",0,"Yes","no","No","F",10,9,"Urban",7
"2002","1",5488,46,10060,7,"Pickup","Commercial","3","High School",140131,"0",26412,"Clerical","0","Yes","5",8636,"No","yes","No","M",1,43,"Urban",13
"2003","0",0,57,27690,10,"Panel Truck","Commercial","2","Bachelors",193304.767142857,"0",47248,"Manager","0","Yes","4",4179,"No","no","No","M",4,32,"Urban",12
"2004","0",0,49,13640,5,"SUV","Private","0","No High School",0,"0",613.739999999923,"Student","0","Yes","0",0,"No","no","No","F",3,26,"Rural",0
"2005","0",0,53,13430,11,"Minivan","Private","0","Bachelors",272686,"0",74061,"Manager","0","Yes","0",0,"No","no","No","M",9,70,"Urban",12
"2006","1",5027,37,9840,1,"Sports Car","Commercial","3","High School",297024,"2",83419,"Blue Collar","0","Yes","3",3771,"No","no","No","F",10,33,"Urban",14
"2007","0",0,47,15650,9,"Minivan","Private","3","Masters",0,"0",129926,"Professional","0","No","1",6527,"No","yes","No","M",4,62,"Urban",10
"2008","0",0,40,15150,12,"Minivan","Private","0","Bachelors",262391,"0",96462,"Blue Collar","0","No","0",0,"No","yes","No","M",4,20,"Urban",14
"2009","0",0,45,28770,8,"Panel Truck","Commercial","2","Bachelors",209490,"0",63457,"Professional","0","Yes","5",4845,"No","no","No","M",1,33,"Urban",10
"2010","0",0,58,29800,8,"Panel Truck","Commercial","2","Bachelors",238115,"0",65923,"Manager","0","Yes","2",3886,"No","yes","No","M",1,30,"Urban",7
"2011","0",0,48,9230,1,"Pickup","Private","0","High School",147113,"0",29295,"Clerical","0","Yes","6",0,"No","yes","No","M",4,28,"Rural",14
"2012","0",0,46,22630,7,"Minivan","Private","0","High School",216721,"0",60213,"Professional","0","Yes","2",0,"No","yes","No","M",1,29,"Urban",11.7591904761905
"2013","0",0,32,6550,5,"Pickup","Private","1","No High School",175960,"0",36763,"Blue Collar","0","Yes","4",7475,"No","yes","No","M",7,12,"Urban",9
"2014","0",0,54,16240,1,"Van","Commercial","1","High School",317614,"0",93400,"Blue Collar","0","Yes","0",9866,"No","yes","No","M",6,26,"Urban",12
"2015","0",0,48,11020,10,"SUV","Private","1","Bachelors",140348,"0",44791.9366666667,"Blue Collar","0","Yes","5",8727,"No","no","No","F",1,34,"Urban",12
"2016","0",0,39,28750,1,"Pickup","Private","0","Bachelors",257576,"0",103073,"Manager","0","No","0",0,"No","no","No","F",1,29,"Urban",9
"2017","1",3673.6568634,42,5700,1,"Minivan","Commercial","1","High School",231747,"1",80130,"Blue Collar","0","Yes","9",34020,"No","yes","Yes","M",4,6,"Urban",12
"2018","0",0,53,24470,18,"Minivan","Private","2","Masters",129979,"0",10232,"Home Maker","0","Yes","3",5458,"No","no","No","F",16,33,"Urban",7
"2019","0",0,39,25740,1,"Van","Commercial","1","No High School",0,"0",67011,"Blue Collar","0","No","4",10535,"No","no","No","F",1,39,"Urban",11
"2020","0",0,44,20230,8,"Minivan","Private","0","High School",83523,"0",0,"Home Maker","0","No","0",0,"No","no","No","F",1,72,"Rural",0
"2021","0",0,56,16820,9,"Van","Commercial","0","Bachelors",336691,"2",99186,"Manager","0","Yes","1",0,"No","yes","No","M",3,35,"Urban",13.352
"2022","0",0,49,27170,17,"Pickup","Commercial","0","Masters",0,"0",165193,"Manager","0","No","0",0,"No","no","Yes","F",1,29,"Urban",11
"2023","0",0,43,19150,4,"Van","Commercial","0","No High School",117283,"2",10859,"Home Maker","0","Yes","3",0,"No","no","No","F",6,45,"Rural",12
"2024","1",3180,46,17020,10,"Van","Commercial","2","Bachelors",0,"0",98572,"Blue Collar","0","No","7",4538,"No","no","No","M",1,27,"Urban",11
"2025","1",3439,37,15500,12,"Minivan","Commercial","1","Bachelors",0,"2",80183,"Blue Collar","1","No","7",8385,"Yes","no","No","F",4,22,"Urban",13
"2026","0",0,33,4290,6,"Sports Car","Private","0","High School",0,"3",27939,"Clerical","0","No","0",0,"Yes","no","No","F",10,18,"Rural",11
"2027","1",5430,22,3700,1,"Minivan","Private","0","No High School",0,"0",0,"Student","0","No","0",0,"No","yes","No","M",3,22,"Urban",0
"2028","0",0,55,9480,9,"Sports Car","Private","3","Bachelors",160333,"0",24785,"Home Maker","0","Yes","0",3587,"No","no","No","F",1,63,"Urban",7
"2029","1",3736,60,7500,1,"SUV","Private","1","No High School",108148,"0",0,"Student","0","Yes","4",8739,"No","no","No","F",4,30,"Urban",0
"2030","0",0,36,9000,1,"Pickup","Private","1","High School",122046,"2",20926,"Clerical","1","Yes","7",37689,"No","no","Yes","M",6,23,"Urban",14
"2031","0",0,60,10450,19,"SUV","Private","2","Masters",239965,"0",89504,"Lawyer","0","No","5",893,"No","no","No","F",6,50,"Urban",12
"2032","0",0,53,28170,15,"Panel Truck","Commercial","0","PhD",0,"0",34455,"Manager","0","No","1",0,"No","no","No","M",11,62,"Urban",13
"2033","0",0,45,14560,13,"SUV","Private","0","Bachelors",166588,"2",26681,"Professional","1","No","3",0,"Yes","no","No","F",1,10,"Rural",7
"2034","0",0,43,26320,1,"Minivan","Private","2","No High School",198402,"1",57170,"Blue Collar","1","Yes","0",25804,"No","no","No","F",9,41,"Urban",7
"2035","0",0,43,26740,1,"Minivan","Private","0","PhD",309466,"0",89955,"Lawyer","0","Yes","0",0,"No","no","No","F",1,43,"Urban",7
"2036","1",3140,49,10770,7,"SUV","Commercial","1","High School",72901.1573333333,"0",43676,"Blue Collar","0","No","3",9230,"No","no","No","F",4,22,"Urban",10
"2037","1",4482,36,13670,7,"Minivan","Commercial","1","High School",0,"2",27370,"Blue Collar","0","No","3",4318,"Yes","no","No","M",4,25,"Urban",10
"2038","0",0,50,12990,1,"SUV","Private","0","High School",201839,"0",63166,"Professional","0","Yes","0",0,"No","no","No","F",4,26,"Urban",14
"2039","1",4278,64,14860,9,"SUV","Commercial","0","Bachelors",178514,"0",45110,"Blue Collar","0","Yes","0",0,"No","no","No","M",1,22,"Urban",14
"2040","0",0,56,21880,7,"Pickup","Commercial","1","High School",169576,"2",47562,"Blue Collar","0","Yes","2",9894,"No","no","No","F",1,16,"Urban",10
"2041","1",5576,41,9950,1,"SUV","Private","0","No High School",0,"3",43488,"Blue Collar","3","No","4",0,"Yes","no","No","F",11,48,"Urban",10
"2042","0",0,42,11310,5.63,"SUV","Private","0","High School",112218,"0",14356,"Home Maker","0","Yes","4",0,"No","no","No","F",4,25,"Urban",10
"2043","0",0,60,23800,12,"Sports Car","Private","1","Bachelors",146261,"0",0,"Home Maker","0","Yes","5",6223,"No","no","No","F",3,45,"Urban",0
"2044","0",0,45,12300,7,"SUV","Private","1","Bachelors",234990,"0",62991,"Manager","0","Yes","1",3078,"No","no","No","F",6,30,"Urban",8
"2045","0",0,53,23410,10,"Pickup","Commercial","0","Bachelors",0,"1",63593,"Blue Collar","1","No","0",0,"Yes","no","No","F",13,39,"Rural",11
"2046","0",0,51,14800,8,"Minivan","Private","0","High School",258282,"0",81987,"Blue Collar","0","No","0",0,"No","no","No","M",9,36,"Rural",13
"2047","0",0,53,11850,1,"SUV","Private","0","High School",218287,"0",50516,"Manager","0","Yes","0",0,"No","no","No","F",1,5,"Urban",13
"2048","0",0,55,16050,1,"SUV","Private","0","Masters",226180,"0",74441,"Professional","0","Yes","0",0,"No","no","No","F",1,18,"Urban",14
"2049","0",0,52,22360,11,"Minivan","Private","0","Masters",363470,"0",130393,"Manager","0","Yes","1",0,"No","yes","No","M",1,34,"Urban",8
"2050","0",0,45,6200,13,"Sports Car","Private","0","PhD",449329,"3",191579,"Professional","0","Yes","3",0,"No","no","Yes","M",1,8,"Urban",12.2433333333333
"2051","0",0,41,16520,1,"SUV","Private","0","Bachelors",247297,"0",99403,"Professional","0","No","1",0,"No","no","No","F",1,36,"Rural",14
"2052","0",0,36,15880,15,"SUV","Private","0","Masters",322073,"0",107845,"Lawyer","0","Yes","0",0,"No","no","No","F",4,27,"Urban",12
"2053","1",5692,32,1500,7,"Sports Car","Private","0","High School",0,"1",6622,"Student","0","Yes","0",0,"No","no","No","F",6,22,"Urban",11
"2054","0",0,65,10960,1,"SUV","Commercial","3","High School",159862,"2",29603,"Blue Collar","0","Yes","3",5088,"No","no","No","M",9,26,"Urban",10
"2055","0",0,43,19760,8,"Van","Private","1","High School",184254,"0",43900,"Clerical","0","Yes","5",6024,"No","yes","No","M",1,11,"Urban",13
"2056","0",0,41,27680,20,"Panel Truck","Commercial","3","Masters",0,"0",169599,"Manager","0","No","6",3196,"No","yes","No","M",4,31,"Urban",8
"2057","0",0,35,9120,7,"SUV","Private","0","Bachelors",262755,"0",76219,"Professional","0","Yes","2",0,"No","no","No","F",1,13,"Rural",11.0742857142857
"2058","0",0,43,36290,11,"Panel Truck","Commercial","3","PhD",0,"2",75423,"Manager","0","No","2",9568,"Yes","yes","No","M",13,28,"Urban",14
"2059","0",0,41,33210,11,"Van","Commercial","1","PhD",321852,"2",139860,"Manager","0","No","3",6449,"Yes","no","No","F",10,33,"Urban",9
"2060","0",0,56,27950,11,"Panel Truck","Commercial","0","Bachelors",313603,"0",104468,"Professional","0","Yes","3",0,"No","yes","No","M",1,49,"Urban",13
"2061","0",0,37,25630,17,"Panel Truck","Commercial","0","Masters",361722,"0",112814,"Manager","0","Yes","2",0,"No","yes","No","M",4,52,"Urban",12
"2062","0",0,40,38320,1,"Panel Truck","Commercial","1","Bachelors",269578,"1",84157,"Professional","0","Yes","2",3442,"No","no","No","M",4,49,"Urban",14
"2063","0",0,45,10680,8,"Pickup","Private","0","No High School",167879,"3",23000,"Clerical","2","Yes","0",0,"No","no","No","M",6,19,"Rural",15
"2064","0",0,57,37960,11,"Panel Truck","Commercial","3","PhD",468103,"0",171913,"Manager","0","Yes","4",36540,"No","no","No","M",10,67,"Urban",15
"2065","1",6316,64,7900,11,"SUV","Commercial","2","Bachelors",203994,"0",40188,"Blue Collar","0","Yes","0",10942,"No","yes","Yes","M",1,65,"Urban",12.1425
"2066","0",0,36,21450,12.8577777777778,"Pickup","Private","4","Masters",378545,"2",118551,"Professional","0","Yes","0",3502,"No","no","No","F",11,28,"Urban",14
"2067","1",3124,50,6500,1,"Pickup","Commercial","1","No High School",0,"0",27783,"Blue Collar","0","No","1",8506,"No","yes","No","M",1,41,"Urban",14
"2068","0",0,38,12270,6,"Minivan","Private","0","High School",147657,"0",17724,"Clerical","0","Yes","0",0,"No","no","No","M",10,31,"Rural",14
"2069","0",0,28,20960,1,"Minivan","Private","1","High School",123109,"1",20852,"Home Maker","0","Yes","3",20581,"No","no","Yes","F",1,5,"Urban",9
"2070","0",0,57,16550,12,"SUV","Private","2","Masters",214459,"0",60599,"Lawyer","0","Yes","0",19751,"No","no","Yes","F",4,50,"Urban",14
"2071","0",0,58,17510,13,"Minivan","Private","0","Masters",270868,"0",102092,"Lawyer","0","Yes","4",0,"No","no","No","F",6,16,"Urban",15
"2072","0",0,49,23230,22,"Panel Truck","Commercial","0","PhD",394201,"0",147455,"Manager","0","No","0",0,"No","no","No","M",6,53,"Urban",13
"2073","1",1187,41,15220,8,"SUV","Private","0","Masters",241382,"1",96166,"Lawyer","1","Yes","1",0,"No","no","Yes","F",1,29,"Urban",10
"2074","0",0,49,9700,11,"Sports Car","Private","0","High School",0,"0",7077,"Student","0","Yes","0",0,"No","no","No","F",17,35,"Urban",15
"2075","1",294.68102254,56,11880,12,"Sports Car","Commercial","0","Bachelors",178445,"0",47847,"Blue Collar","0","Yes","4",0,"No","no","No","F",1,49,"Urban",9
"2076","1",1283,45,19680,17,"Minivan","Private","0","Masters",0,"1",102765,"Lawyer","0","No","0",0,"Yes","no","No","F",6,43,"Urban",10
"2077","1",4550,31,17360,1,"Pickup","Commercial","1","High School",163602,"1",38453,"Blue Collar","0","No","8",8153,"Yes","no","No","F",6,9,"Urban",11
"2078","0",0,46,25780,13,"Pickup","Commercial","2","PhD",502867,"0",196756,"Manager","0","Yes","3",1815,"No","no","No","F",1,12,"Urban",8
"2079","0",0,57,31280,9,"Pickup","Private","0","High School",259579,"0",81022,"Professional","0","Yes","1",0,"No","no","Yes","F",1,35,"Urban",13
"2080","1",3149,53,41470,13,"Panel Truck","Commercial","3","Masters",0,"0",26330.77,"Home Maker","0","No","4",1797,"No","no","No","F",11,48,"Urban",0
"2081","0",0,55,6000,9,"Minivan","Private","0","High School",205531,"0",44967,"Clerical","0","Yes","0",0,"No","yes","No","M",1,30,"Urban",13
"2082","0",0,39,27250,11,"Minivan","Private","2","Bachelors",174194,"3",30728,"Clerical","3","Yes","1",1400,"No","no","No","F",6,6,"Rural",12.4730158730159
"2083","0",0,44,28650,16,"Van","Private","1","PhD",0,"0",169602,"Doctor","0","No","7",4069,"No","no","No","F",10,37,"Urban",13
"2084","0",0,48,16370,1,"SUV","Private","0","PhD",0,"0",100709,"Manager","0","No","1",0,"No","no","Yes","F",1,12,"Urban",14
"2085","0",0,27,9780,7,"Sports Car","Private","0","High School",184377,"4",38951,"Clerical","0","Yes","2",0,"No","no","No","F",6,18,"Urban",10
"2086","1",4849.2296835,48,14690,6.12,"Minivan","Private","0","High School",218953,"0",66817,"Professional","0","Yes","0",0,"No","yes","No","M",1,31,"Urban",11
"2087","1",7084,42,17000,14,"Van","Commercial","0","Masters",0,"0",50009,"Professional","0","No","3",0,"No","no","No","M",1,64,"Urban",11
"2088","0",0,55,10750,11,"SUV","Commercial","2","Bachelors",158064,"0",37537,"Blue Collar","0","Yes","1",2595,"No","no","No","F",6,30,"Urban",12
"2089","0",0,30,13180,6,"SUV","Private","0","High School",0,"1",16357.745,"Home Maker","0","No","0",0,"Yes","no","No","F",3,5,"Urban",7
"2090","1",1131.3474363,52,7310,1,"Pickup","Commercial","3","No High School",0,"0",37388,"Blue Collar","0","No","4",19685,"No","yes","Yes","M",4,26,"Urban",12
"2091","0",0,41,35960,12,"Van","Commercial","0","PhD",220786,"2",62840,"Manager","2","Yes","3",0,"No","no","No","F",13,52,"Urban",10
"2092","0",0,42,18450,15,"SUV","Private","0","Masters",351792,"1",122085,"Lawyer","0","Yes","0",0,"No","no","No","F",6,33,"Urban",13
"2093","0",0,32,4700,1,"Sports Car","Private","1","High School",128717,"4",25749,"Clerical","0","Yes","2",8864,"No","no","No","F",7,33,"Urban",16
"2094","0",0,27,21600,7,"Van","Private","2","Bachelors",211386,"2",53458,"Manager","0","Yes","6",47389,"No","yes","No","M",10,26,"Urban",15
"2095","1",4361,45,18090,12,"Van","Private","0","Bachelors",207862,"0",61696,"Professional","0","Yes","1",0,"No","yes","Yes","M",4,43,"Urban",10
"2096","1",596,38,20330,1,"Van","Private","0","High School",205840,"0",70851,"Clerical","0","Yes","0",0,"No","no","No","M",6,48,"Urban",9
"2097","0",0,34,18480,1,"SUV","Private","2","Bachelors",0,"1",54853,"Student","0","Yes","2",31830,"No","no","Yes","F",4,44,"Urban",10
"2098","0",0,46,25490,10,"Panel Truck","Commercial","3","PhD",254898,"0",95662,"Manager","0","Yes","5",4796,"No","no","No","M",1,21,"Urban",9
"2099","0",0,39,10920,10,"SUV","Private","0","Bachelors",127926,"1",55220,"Clerical","1","Yes","2",0,"No","no","No","F",1,66,"Rural",13
"2100","0",0,39,20090,11,"Van","Commercial","2","Bachelors",229313,"2",75946,"Blue Collar","2","Yes","6",4017,"No","yes","No","M",1,19,"Urban",14
"2101","0",0,36,5100,9,"Sports Car","Private","0","Masters",66630,"2",0,"Home Maker","0","Yes","3",0,"No","no","No","F",4,32,"Urban",0
"2102","0",0,51,15990,11,"SUV","Commercial","2","High School",202139.075,"0",59486,"Blue Collar","0","Yes","4",20084,"No","no","Yes","F",6,13,"Urban",10
"2103","0",0,41,16500,13,"Minivan","Private","0","PhD",103367.115,"0",94734.217,"Manager","0","No","0",0,"No","yes","No","M",13,40,"Urban",6
"2104","1",4446,27,14070,7,"SUV","Private","0","No High School",0,"1",22252,"Blue Collar","0","No","1",0,"Yes","no","No","F",1,33,"Urban",12
"2105","0",0,36,14410,7,"Pickup","Private","0","High School",122302,"3",26981,"Clerical","1","Yes","0",0,"No","no","No","F",4,7,"Urban",8
"2106","1",2115,48,17680,18,"Van","Commercial","3","Masters",0,"0",118277,"Manager","0","No","1",7274,"No","yes","No","M",15,36,"Urban",9
"2107","0",0,40,10830,8,"Pickup","Commercial","2","Bachelors",265298,"2",93310,"Blue Collar","2","Yes","4",45879,"No","no","No","F",1,48,"Urban",11
"2108","1",3007,40,11510,1,"Pickup","Commercial","3","No High School",0,"0",30631,"Blue Collar","0","No","5",981,"No","yes","No","M",4,50,"Urban",7
"2109","0",0,36,33200,20,"Panel Truck","Commercial","3","Masters",308335,"0",127079,"Manager","0","Yes","3",952,"No","no","No","M",4,30,"Urban",11
"2110","1",3725,51,20770,19,"Van","Commercial","0","Masters",0,"0",93709,"Manager","0","No","0",0,"No","yes","No","M",6,22,"Urban",8
"2111","0",0,33,12240,17,"Minivan","Private","0","Masters",243092,"1",74409,"Lawyer","0","Yes","0",0,"No","no","No","F",4,31,"Urban",8
"2112","0",0,56,1500,12,"Minivan","Private","4","Bachelors",213445.922,"0",63141,"Professional","0","Yes","0",725,"No","no","No","M",7,51,"Urban",10
"2113","0",0,39,11150,12,"Minivan","Commercial","0","Bachelors",0,"0",96542,"Blue Collar","0","No","0",0,"No","no","No","M",10,6,"Urban",13
"2114","0",0,54,11190,4,"SUV","Commercial","0","High School",272992,"0",76049,"Blue Collar","0","Yes","0",0,"No","no","No","F",13,43,"Urban",13
"2115","0",0,35,19020,10,"Pickup","Commercial","0","Bachelors",170975,"1",78163,"Blue Collar","0","Yes","0",0,"No","no","No","F",4,9,"Rural",11.5340512820513
"2116","0",0,57,20100,16,"Van","Private","0","Masters",0,"0",128956,"Lawyer","0","No","1",0,"No","yes","No","M",9,22,"Urban",13
"2117","0",0,43,4250,9,"Minivan","Commercial","0","Bachelors",0,"2",12259,"Student","1","No","0",0,"Yes","no","No","M",7,29,"Rural",14
"2118","0",0,41,1500,11,"Sports Car","Private","0","Bachelors",102229,"0",4130,"Home Maker","0","Yes","0",0,"No","no","No","F",4,51,"Rural",13
"2119","0",0,57,20920,11,"Minivan","Private","0","Bachelors",334600,"0",98323,"Manager","0","Yes","0",0,"No","no","No","F",1,21,"Urban",15
"2120","0",0,47,15030,13,"Minivan","Private","1","Bachelors",281686,"0",88285,"Professional","0","Yes","5",1493,"No","no","No","M",1,55,"Urban",5
"2121","0",0,39,19760,15,"Minivan","Private","3","Masters",0,"0",85600,"Professional","0","No","6",4948,"No","no","No","F",13,19,"Urban",9
"2122","0",0,47,17840,1,"Pickup","Commercial","0","High School",94101,"0",0,"Home Maker","0","Yes","1",0,"No","no","No","F",6,27,"Rural",0
"2123","1",2551.2314512,57,17850,7,"SUV","Private","2","High School",183202,"0",28617,"Clerical","0","Yes","5",8579,"No","no","No","F",6,40,"Urban",10
"2124","0",0,45,6000,2,"SUV","Private","2","Bachelors",0,"0",0,"Home Maker","0","No","3",698,"No","no","No","F",13,9,"Urban",0
"2125","1",1205.5032185,38,4900,6,"Pickup","Private","0","High School",0,"1",48793,"Blue Collar","0","No","0",0,"Yes","yes","No","M",4,34,"Rural",12
"2126","0",0,35,24110,6,"Panel Truck","Commercial","0","No High School",173040,"3",45684,"Blue Collar","0","No","0",0,"Yes","yes","No","M",9,30,"Rural",14
"2127","0",0,48,19410,7,"Van","Private","0","Bachelors",368546,"0",131063,"Professional","0","Yes","0",0,"No","yes","No","M",5,36,"Urban",11
"2128","1",3748,25,4000,8,"Sports Car","Private","2","High School",0,"2",26906,"Clerical","0","No","8",23451,"Yes","no","Yes","F",1,10,"Urban",12
"2129","0",0,53,10480,15,"SUV","Private","1","Masters",0,"0",36755,"Lawyer","0","No","1",44990,"No","no","No","F",16,49,"Urban",13
"2130","0",0,35,6330,8,"SUV","Commercial","3","Bachelors",0,"0",0,"Student","0","No","8",6191,"No","no","No","F",4,8,"Urban",0
"2131","0",0,36,10070,1,"Sports Car","Private","0","No High School",0,"2",33294,"Clerical","0","No","0",0,"Yes","no","No","F",1,26,"Rural",11
"2132","0",0,39,24780,1,"Pickup","Commercial","0","High School",219629,"2",61612,"Blue Collar","1","Yes","0",0,"No","no","No","F",4,32,"Rural",12
"2133","0",0,49,8830,8,"SUV","Private","0","No High School",158421,"0",24289,"Blue Collar","0","Yes","0",0,"No","no","No","F",3,36,"Rural",11.90475
"2134","0",0,44,13890,17,"Minivan","Private","0","PhD",583508,"0",220722,"Lawyer","0","No","0",0,"No","yes","No","M",6,49,"Rural",12
"2135","0",0,50,16490,12.532,"Minivan","Private","1","Masters",324893,"0",83168,"Lawyer","0","Yes","1",2740,"No","no","No","F",1,29,"Urban",6
"2136","0",0,57,34050,10,"Panel Truck","Commercial","2","PhD",611328,"0",297435,"Manager","0","Yes","5",6581,"No","yes","No","M",1,40,"Urban",10
"2137","1",4519,50,14500,12,"Minivan","Private","1","Masters",193868,"0",72306,"Lawyer","0","Yes","0",9583,"No","yes","No","M",1,57,"Urban",7
"2138","0",0,57,42690,14,"Panel Truck","Commercial","4","PhD",0,"0",78467,"Manager","0","No","7",3891,"No","no","No","F",6,45,"Urban",15
"2139","0",0,49,24670,14,"Pickup","Private","0","PhD",0,"0",154853,"Doctor","0","No","0",0,"No","no","No","F",1,40,"Urban",11
"2140","0",0,48,15550,18,"Minivan","Private","0","Masters",247182,"0",78931,"Lawyer","0","Yes","0",0,"No","yes","No","M",4,5,"Rural",7
"2141","1",39728.799094,41,12100,7,"Pickup","Commercial","2","Masters",209019,"2",64957,"Manager","2","Yes","8",6936,"No","no","No","M",5,47,"Urban",12
"2142","1",18460.845958,52,6400,11,"Sports Car","Private","4","PhD",0,"0",0,"Home Maker","0","No","5",6966,"No","no","No","F",1,41,"Urban",0
"2143","1",1760,36,30790,17,"Pickup","Private","1","Masters",0,"1",90886,"Lawyer","1","No","1",11692,"Yes","no","No","F",1,46,"Urban",8
"2144","1",3993,46,11180,15,"Pickup","Commercial","3","Masters",246071,"0",71869,"Professional","0","No","7",4839,"No","no","No","M",17,20,"Urban",7
"2145","0",0,39,28800,19,"Minivan","Private","0","PhD",0,"0",101105,"Doctor","0","No","0",0,"No","yes","No","M",6,42,"Urban",11
"2146","0",0,28,14870,12,"SUV","Commercial","0","Bachelors",209361,"1",69982.673,"Blue Collar","0","Yes","1",0,"No","no","No","F",1,34,"Rural",11
"2147","0",0,47,30670,18,"Panel Truck","Commercial","0","Masters",525908,"0",212572,"Manager","0","Yes","0",0,"No","yes","Yes","M",6,18,"Urban",14
"2148","0",0,53,11970,13,"SUV","Private","0","PhD",0,"0",27337,"Home Maker","0","No","3",0,"No","no","No","F",8,26,"Rural",12
"2149","0",0,51,22170,12,"Van","Commercial","0","PhD",469315,"0",192037,"Manager","0","Yes","0",0,"No","yes","No","M",10,32,"Urban",15
"2150","1",2660,43,16400,1,"Minivan","Commercial","0","High School",203678,"2",58158,"Blue Collar","0","Yes","0",0,"No","yes","No","M",6,24,"Urban",16
"2151","0",0,49,11370,6,"Pickup","Private","0","High School",167789,"0",37781,"Professional","0","Yes","0",0,"No","yes","No","M",7,41,"Urban",14
"2152","0",0,51,6600,12,"Sports Car","Private","0","High School",0,"0",74713,"Professional","0","No","0",0,"No","no","No","F",11,5,"Rural",14
"2153","1",8641.3006838,67,12690,1,"SUV","Private","2","High School",219318,"1",59966.26,"Professional","0","Yes","3",21525,"No","no","Yes","F",1,66,"Urban",14
"2154","1",2091,34,10510,1,"SUV","Private","3","High School",0,"1",0,"Home Maker","0","No","9",4422,"Yes","no","No","F",4,22,"Urban",0
"2155","0",0,54,1500,11,"Minivan","Private","2","Bachelors",177896,"0",38768,"Clerical","0","Yes","4",6521,"No","yes","No","M",1,28,"Urban",14
"2156","0",0,37,6580,7,"Minivan","Private","0","No High School",0,"1",7575,"Student","0","Yes","0",0,"No","no","No","F",3,59,"Rural",15
"2157","0",0,42,7570,16,"Pickup","Private","0","Masters",251362,"0",86596,"Professional","0","Yes","0",0,"No","no","No","M",9,32,"Urban",10
"2158","0",0,33,4990,8,"SUV","Private","0","High School",94883,"1",19824,"Clerical","0","Yes","0",0,"No","no","No","F",6,53,"Urban",13
"2159","0",0,50,25380,1,"SUV","Private","0","Bachelors",247773,"0",79989,"Manager","0","Yes","0",0,"No","no","No","F",13,29,"Urban",13
"2160","0",0,43,5800,15,"SUV","Private","5","Masters",136304,"0",39848,"Lawyer","0","No","0",3010,"No","no","No","F",9,45,"Urban",11
"2161","0",0,46,7920,8,"SUV","Private","0","Bachelors",113804,"0",21525,"Home Maker","0","Yes","0",0,"No","no","No","F",1,25,"Urban",12
"2162","0",0,53,11310,1,"Pickup","Private","0","No High School",151510,"0",32196,"Blue Collar","0","Yes","2",0,"No","yes","No","M",3,11,"Urban",11
"2163","0",0,49,18950,8,"Pickup","Private","0","No High School",143129,"0",15492,"Clerical","0","Yes","2",0,"No","no","No","F",7,39,"Urban",13
"2164","0",0,34,25410,8,"Minivan","Commercial","2","Bachelors",0,"3",91963,"Blue Collar","0","No","4",3535,"Yes","no","No","F",1,40,"Urban",11
"2165","0",0,44,10320,14,"SUV","Private","0","Masters",230439,"2",74943,"Professional","2","Yes","0",0,"No","no","No","F",13,21,"Rural",13
"2166","0",0,51,17930,12.05,"Minivan","Private","0","Masters",147825,"0",28496,"Professional","0","No","0",0,"No","no","No","F",8,26,"Urban",6
"2167","1",3404,41,13070,13,"Sports Car","Commercial","3","Bachelors",0,"0",66033.965,"Blue Collar","0","No","7",2932,"No","no","No","F",6,49,"Urban",11
"2168","0",0,59,6740,7,"Minivan","Private","1","No High School",0,"0",52356,"Clerical","0","No","5",4535,"No","yes","No","M",6,84,"Rural",10
"2169","0",0,46,12600,7,"Minivan","Private","0","Bachelors",195459,"0",56899.4908136646,"Professional","0","No","2",0,"No","no","No","M",6,28,"Urban",10
"2170","0",0,47,19400,11,"Sports Car","Private","0","Masters",385981,"0",131985,"Lawyer","0","Yes","1",0,"No","no","No","F",1,21,"Urban",16
"2171","1",4267,44,5900,11,"SUV","Private","0","Masters",0,"0",0,"Home Maker","0","No","2",0,"No","no","No","F",4,27,"Urban",0.279999999999986
"2172","0",0,49,34070,17,"Panel Truck","Commercial","2","Masters",0,"0",276054,"Manager","0","No","0",4603,"No","yes","No","M",7,61,"Urban",13
"2173","1",8812.2426272,37,8360,11,"Pickup","Commercial","2","High School",0,"0",48951.99,"Blue Collar","0","No","0",17775,"No","yes","Yes","M",1,21,"Urban",10
"2174","1",2635,34,4900,9,"Pickup","Commercial","0","High School",138760,"3",42025,"Blue Collar","0","Yes","0",0,"No","no","No","M",1,38,"Urban",5
"2175","0",0,47,32300,7,"Panel Truck","Commercial","0","Masters",453933,"0",179696,"Professional","0","Yes","0",0,"No","yes","No","M",18,37,"Urban",14
"2176","0",0,49,13460,17,"Minivan","Private","3","Masters",0,"1",70588,"Lawyer","1","No","2",7079,"Yes","no","No","F",11,19,"Urban",14
"2177","0",0,34,8770,1,"SUV","Private","3","No High School",105171,"3",24554,"Clerical","0","No","0",3691,"Yes","no","No","F",3,5,"Urban",14
