"","TARGET_FLAG","TARGET_AMT","AGE","BLUEBOOK","NEW_CAR","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"1607","0",0,40,11610,1,"Pickup","Commercial","0","No High School",164112,"3",38463,"Blue Collar","0","Yes","0",0,"No","yes","No","M",7,55,"Rural",13
"1608","0",0,19,12720,0.42,"Minivan","Private","0","High School",78025,"4",1774,"Student","0","Yes","0",0,"No","no","No","M",10,43,"Rural",14
"1609","0",0,45,11100,0,"SUV","Private","0","Masters",97496,"1",0,"Lawyer","0","Yes","0",0,"No","no","No","F",1,42,"Rural",0
"1610","1",3766,39,5600,0,"SUV","Private","0","High School",0,"2",10666,"Student","1","Yes","2",0,"No","no","No","F",1,10,"Urban",11
"1611","0",0,42,24040,0,"Panel Truck","Commercial","0","Masters",303875,"1",105512,"Manager","0","Yes","1",0,"No","no","No","M",4,32,"Urban",10
"1612","1",1493,44,8660,1,"Pickup","Commercial","0","High School",0,"1",0,"Student","1","Yes","1",0,"No","yes","No","M",7,20,"Urban",0
"1613","0",0,51,12010,0,"Minivan","Private","0","Bachelors",197100,"0",54139,"Manager","0","Yes","3",0,"No","no","No","F",4,38,"Urban",11.1822023809524
"1614","0",0,38,5300,0,"Sports Car","Private","0","Bachelors",0,"3",61159,"Professional","0","No","0",0,"Yes","no","No","F",7,36,"Rural",12
"1615","0",0,46,27130,0,"Minivan","Private","3","Masters",0,"0",44574,"Lawyer","0","No","0",6939,"No","yes","No","M",6,39,"Urban",10
"1616","0",0,54,34300,1,"Panel Truck","Commercial","3","No High School",261930,"0",66623,"Blue Collar","0","Yes","0",9485,"No","no","No","M",10,32,"Rural",11
"1617","1",6407,22,10800,1,"SUV","Private","0","High School",0,"1",18632,"Clerical","0","No","3",0,"Yes","no","No","F",10,21,"Urban",8
"1618","0",0,55,7000,0,"SUV","Private","1","PhD",111559,"0",0,"Home Maker","0","Yes","0",6479,"No","no","No","F",9,34,"Urban",0
"1619","0",0,47,6200,0,"Pickup","Commercial","0","PhD",0,"0",59164,"Manager","0","No","0",0,"No","yes","No","M",18,20,"Urban",12
"1620","1",377.91092048,37,5840,0,"Sports Car","Private","4","Bachelors",109751,"3",6398,"Home Maker","0","Yes","4",6247,"No","no","No","F",1,39,"Urban",16
"1621","1",3424,41,6960,0,"SUV","Commercial","3","Bachelors",0,"0",54289,"Blue Collar","0","No","0",10823,"No","no","No","F",8,45,"Urban",8
"1622","1",3731,39,13140,0,"SUV","Private","3","High School",159351,"1",30804,"Clerical","0","Yes","6",5101,"No","no","No","F",9,39,"Rural",15
"1623","0",0,32,11420,0,"SUV","Private","0","Bachelors",0,"2",67229,"Manager","0","No","0",0,"Yes","no","No","F",6,39,"Urban",12
"1624","1",3504,64,11640,0,"SUV","Private","0","Masters",0,"0",37380,"Lawyer","0","No","0",0,"No","no","No","M",1,14,"Urban",10
"1625","0",0,58,13020,0,"Minivan","Private","0","No High School",214596,"0",71509,"Blue Collar","0","Yes","1",0,"No","no","No","M",11,37,"Urban",12
"1626","1",2531,35,7880,1,"Pickup","Commercial","2","No High School",116463,"2",28777,"Blue Collar","0","Yes","5",2569,"No","yes","No","M",1,37,"Urban",13
"1627","0",0,55,27130,0,"Panel Truck","Commercial","3","PhD",210378,"0",72337,"Manager","0","Yes","0",4957,"No","no","No","M",1,28,"Urban",14
"1628","0",0,29,12200,1,"Pickup","Private","0","High School",146133,"1",27222,"Clerical","0","Yes","1",0,"No","yes","No","M",1,33,"Urban",13
"1629","0",0,36,12590,0,"Minivan","Private","0","Masters",169913,"0",53385,"Lawyer","0","No","2",0,"No","yes","No","M",10,26,"Urban",11
"1630","0",0,61,8470,0,"Sports Car","Private","0","PhD",0,"2",8559,"Home Maker","2","No","3",0,"Yes","no","No","F",6,45,"Rural",16
"1631","0",0,55,22220,0.00999999999999984,"Van","Commercial","2","PhD",0,"0",152237,"Manager","0","No","6",3005,"No","yes","No","M",1,14,"Urban",11
"1632","0",0,57,7680,0,"SUV","Private","0","Masters",0,"0",61754,"Lawyer","0","No","0",0,"No","no","No","F",4,23,"Rural",12
"1633","1",7041.6164144,56,14180,0,"SUV","Private","2","High School",0,"0",56111,"Professional","0","Yes","1",3387,"No","no","No","F",4,61,"Urban",8
"1634","0",0,47,15810,0,"Minivan","Private","0","Bachelors",0,"0",105623,"Manager","0","No","0",0,"No","no","No","M",7,47,"Urban",9
"1635","0",0,45,14880,0,"Pickup","Commercial","0","Masters",215953,"2",88787,"Manager","0","No","4",0,"Yes","no","No","F",6,5,"Urban",11
"1636","0",0,57,17070,0,"Minivan","Private","0","Masters",309069,"0",98693,"Professional","0","Yes","0",0,"No","no","No","F",4,14,"Urban",8
"1637","0",0,45,29080,0,"Sports Car","Private","3","Bachelors",208227,"0",62552,"Clerical","0","Yes","4",2631,"No","no","No","F",4,34,"Urban",10
"1638","1",2098,51,17500,0,"SUV","Commercial","0","High School",0,"0",18282,"Student","0","Yes","0",0,"No","no","No","F",6,61,"Urban",14
"1639","1",2275,41,12730,0,"SUV","Commercial","2","Bachelors",213841,"0",71303,"Blue Collar","0","No","2",6984,"No","no","No","F",1,31,"Urban",11
"1640","1",616,66,1500,1,"SUV","Private","1","No High School",164510,"0",20443,"Blue Collar","0","Yes","6",3331,"No","yes","No","M",7,40,"Urban",8
"1641","0",0,51,10570,0,"Pickup","Commercial","2","No High School",178852,"0",33349,"Blue Collar","0","Yes","0",1529,"No","no","No","M",3,32,"Urban",7
"1642","1",13276.789632,55,11130,0,"SUV","Commercial","0","No High School",0,"1",5821,"Student","1","Yes","0",0,"No","no","No","F",3,31,"Rural",12
"1643","0",0,50,26560,1,"Pickup","Commercial","0","High School",188236,"0",52593,"Blue Collar","0","Yes","0",0,"No","no","No","F",3,52,"Urban",11
"1644","0",0,41,20950,0,"Van","Commercial","0","Bachelors",282125,"0",0,"Blue Collar","0","Yes","3",0,"No","yes","No","M",1,35,"Rural",12
"1645","0",0,51,6400,0,"Pickup","Private","0","Bachelors",262744,"0",78283,"Manager","0","Yes","0",0,"No","no","No","M",1,16,"Urban",9
"1646","0",0,30,7530,1,"Sports Car","Private","0","No High School",0,"2",0,"Student","0","Yes","2",0,"No","no","No","F",1,52,"Urban",7
"1647","0",0,55,9420,0,"SUV","Private","3","No High School",139588,"0",0,"Clerical","0","Yes","2",6161,"No","no","No","F",1,21,"Urban",11.6066666666667
"1648","0",0,54,25790,0,"Panel Truck","Commercial","0","PhD",318831,"0",112481,"Manager","0","Yes","1",0,"No","yes","No","M",11,8,"Urban",12
"1649","1",5320,41,13220,0,"Minivan","Private","0","Bachelors",211160,"1",61618,"Professional","1","Yes","4",0,"No","no","No","F",1,25,"Urban",12
"1650","0",0,45,12000,0,"SUV","Private","0","No High School",158714,"0",36620,"Clerical","0","No","0",0,"No","no","No","F",1,65,"Rural",14
"1651","1",4312,52,13290,0,"SUV","Private","1","Masters",200883,"0",43539,"Lawyer","0","Yes","7",9667,"No","no","No","F",10,43,"Urban",10
"1652","0",0,39,23790,1,"Panel Truck","Commercial","1","Bachelors",288509,"0",93339,"Professional","0","Yes","6",24310,"No","yes","No","M",6,46,"Urban",11
"1653","0",0,44,14750,0,"Minivan","Private","0","Bachelors",0,"2",88492,"Professional","1","No","0",0,"Yes","no","Yes","F",4,8,"Urban",11
"1654","0",0,43,11790,0,"SUV","Commercial","0","Bachelors",306714,"2",102933,"Blue Collar","0","Yes","1",0,"No","no","No","F",10,40,"Urban",10
"1655","0",0,47,17130,1,"Van","Private","0","No High School",0,"0",4399,"Student","0","No","0",0,"No","yes","No","M",1,68,"Rural",10
"1656","0",0,62,16410,0.121538461538461,"SUV","Private","1","PhD",0,"0",43210,"Doctor","0","No","1",2999,"No","yes","No","M",1,5,"Urban",8
"1657","0",0,49,18650,0,"Van","Commercial","0","Bachelors",204460,"0",45807,"Professional","0","Yes","1",0,"No","no","No","M",7,7,"Urban",16
"1658","1",4127,35,9170,0,"SUV","Commercial","1","High School",159239,"2",29250,"Blue Collar","0","Yes","8",1881,"No","no","No","F",11,45,"Urban",14
"1659","1",7939,35,7960,1,"Sports Car","Private","1","High School",129612,"0",20950,"Clerical","0","No","0",5002,"No","no","No","F",7,38,"Urban",8
"1660","0",0,44,12380,1,"Minivan","Private","0","High School",0,"3",72509,"Professional","0","No","2",0,"Yes","no","No","M",1,38,"Rural",16
"1661","0",0,35,5360,0,"SUV","Private","0","High School",0,"1",26625,"Clerical","0","No","3",0,"Yes","no","No","F",6,33,"Rural",12
"1662","1",5359,33,24690,1,"Panel Truck","Commercial","0","High School",127565,"4",29161,"Clerical","0","Yes","0",0,"No","no","Yes","M",4,21,"Urban",13
"1663","0",0,55,11490,0,"Pickup","Private","3","Bachelors",156734,"0",31573,"Clerical","0","Yes","0",6290,"No","no","No","M",14,63,"Urban",14
"1664","0",0,31,16820,0.49,"Van","Commercial","3","High School",199854,"2",40008,"Clerical","0","Yes","5",5135,"No","no","No","M",1,47,"Urban",13
"1665","0",0,37,18580,0,"Minivan","Private","0","Masters",278221,"2",75111,"Lawyer","0","Yes","0",0,"No","no","No","F",13,38,"Urban",15
"1666","1",2052,59,19210,0,"Van","Commercial","2","Masters",208072,"0",61159,"Professional","0","Yes","9",45254,"No","yes","Yes","M",6,37,"Urban",13
"1667","0",0,47,10680,0,"Pickup","Private","0","Masters",0,"0",188778,"Manager","0","No","0",0,"No","no","No","M",1,29,"Urban",12
"1668","0",0,55,9500,0,"SUV","Private","0","Masters",320515,"0",109900,"Manager","0","Yes","0",0,"No","no","No","F",4,7,"Urban",10
"1669","0",0,48,14200,1,"Minivan","Private","0","No High School",200492,"0",37634,"Blue Collar","0","No","1",0,"No","no","No","M",6,19,"Urban",12
"1670","0",0,52,17450,0,"Van","Private","3","Bachelors",222590,"0",59233,"Manager","0","Yes","5",9175,"No","yes","No","M",6,56,"Urban",3
"1671","0",0,43,30300,0,"Panel Truck","Commercial","0","Bachelors",268668,"1",98771,"Professional","1","Yes","1",0,"No","yes","No","M",6,50,"Rural",10
"1672","0",0,38,5300,1,"Pickup","Commercial","0","No High School",108815,"1",23221,"Clerical","1","Yes","2",0,"No","yes","No","M",10,36,"Rural",9
"1673","0",0,65,10610,0,"SUV","Private","3","PhD",0,"0",26123,"Doctor","0","No","0",5766,"No","no","No","M",10,55,"Urban",9
"1674","1",5818,44,19120,1,"Minivan","Private","0","Bachelors",171068,"0",33056,"Clerical","0","No","0",0,"No","no","Yes","M",3,51,"Urban",11
"1675","1",4369,52,27710,1,"Panel Truck","Commercial","0","High School",0,"0",36332,"Blue Collar","0","No","6",0,"No","yes","Yes","M",1,42,"Urban",13
"1676","0",0,44,13240,0,"Minivan","Private","0","No High School",0,"2",0,"Student","2","Yes","0",0,"No","yes","No","M",4,16,"Urban",0
"1677","0",0,55,18080,0,"SUV","Commercial","0","High School",0,"0",41455,"Blue Collar","0","No","0",0,"No","no","No","F",9,24,"Rural",10
"1678","1",1691,47,6300,1,"Pickup","Commercial","3","High School",0,"0",38027,"Professional","0","No","5",34506,"No","yes","Yes","M",7,40,"Urban",10
"1679","1",13491.456023,35,8920,0,"SUV","Commercial","2","Bachelors",0,"2",0,"Student","0","Yes","3",6031,"No","no","No","F",6,5,"Urban",0
"1680","1",3274,30,5080,0,"Pickup","Commercial","1","Bachelors",0,"4",0,"Student","0","No","2",7784,"Yes","yes","No","M",7,32,"Urban",0
"1681","0",0,52,17360,0,"Pickup","Commercial","0","Bachelors",287091,"0",86498,"Professional","0","Yes","2",0,"No","no","No","F",1,49,"Urban",6
"1682","1",39687.383416,37,7530,0,"Sports Car","Private","2","No High School",152954,"0",23338,"Blue Collar","0","Yes","0",6566,"No","no","No","F",7,24,"Urban",11
"1683","0",0,59,18550,0,"SUV","Private","0","Bachelors",298176,"0",107938,"Professional","0","Yes","0",0,"No","no","No","F",6,22,"Urban",14
"1684","1",3559,32,6080,0,"SUV","Private","3","High School",129852,"1",13847,"Clerical","0","Yes","0",2321,"No","no","No","F",6,44,"Urban",12
"1685","1",7123,35,10710,0,"Pickup","Private","0","High School",155005,"3",25647,"Clerical","0","Yes","2",0,"No","yes","No","M",1,36,"Urban",15
"1686","0",0,33,4700,1,"SUV","Commercial","0","No High School",0,"3",9002,"Student","0","Yes","1",0,"No","no","No","F",13,19,"Urban",16
"1687","0",0,45,6440,0,"SUV","Private","0","High School",88615,"0",4430,"Home Maker","0","Yes","1",0,"No","no","No","F",7,45,"Rural",14
"1688","0",0,54,27270,0,"SUV","Commercial","1","High School",222183,"0",66100,"Blue Collar","0","Yes","6",5911,"No","no","No","F",1,37,"Urban",11
"1689","1",32613.882772,63,15280,0,"SUV","Private","1","Masters",0,"0",74789,"Lawyer","0","No","8",2487,"No","no","No","F",6,37,"Urban",13
"1690","0",0,45,5330,1,"SUV","Private","2","High School",206997,"0",67803,"Manager","0","No","2",3948,"No","no","No","F",1,12,"Urban",13
"1691","1",7135,46,12610,0,"SUV","Private","3","Bachelors",0,"0",65075,"Professional","0","No","5",5219,"No","no","No","F",1,33,"Urban",13
"1692","1",6524.494674,56,7100,0,"SUV","Private","0","High School",129145,"2",0,"Home Maker","2","No","6",0,"Yes","no","No","F",1,42,"Urban",0
"1693","0",0,59,9940,0,"SUV","Private","0","PhD",121656,"0",0,"Doctor","0","Yes","0",0,"No","no","No","F",4,17,"Urban",0
"1694","0",0,43,17430,0,"Minivan","Private","0","Bachelors",308112,"0",125575,"Manager","0","Yes","1",0,"No","no","No","F",3,21,"Urban",10
"1695","0",0,44,29160,0,"Minivan","Private","2","High School",0,"0",17049,"Student","0","Yes","3",1830,"No","no","No","F",7,9,"Urban",9
"1696","0",0,66,15530,0,"SUV","Private","0","Masters",277449,"0",74260,"Lawyer","0","Yes","0",0,"No","no","No","F",6,31,"Urban",15
"1697","1",1290,37,7960,0,"Pickup","Commercial","0","Masters",225995,"0",64563,"Professional","0","Yes","0",0,"No","no","Yes","M",3,24,"Urban",12
"1698","0",0,46,28470,0.43,"Pickup","Private","0","High School",177267,"0",35018,"Home Maker","0","Yes","3",0,"No","no","No","F",1,28,"Urban",12
"1699","1",3633,42,9800,1,"SUV","Private","2","No High School",0,"0",21670,"Home Maker","0","No","6",5229,"No","no","No","F",6,27,"Urban",10
"1700","1",4266,49,17380,0,"SUV","Private","0","High School",169057,"0",32589,"Professional","0","Yes","0",0,"No","no","No","F",6,56,"Urban",13
"1701","1",1875,38,5300,0,"Sports Car","Private","0","No High School",0,"2",0,"Home Maker","1","No","0",0,"Yes","no","No","F",4,60,"Urban",0
"1702","0",0,49,8910,0,"Pickup","Commercial","0","Bachelors",272103,"0",74109,"Blue Collar","0","Yes","0",0,"No","yes","No","M",13,21,"Urban",13
"1703","1",4739,27,19900,0,"Van","Private","0","No High School",54880,"1",8408,"Clerical","0","No","3",0,"Yes","no","No","M",4,45,"Urban",9
"1704","0",0,45,30300,0,"Pickup","Commercial","1","Bachelors",0,"0",89531,"Blue Collar","0","No","6",4441,"No","no","No","F",4,26,"Urban",5
"1705","1",20509.484805,59,17890,0,"Van","Private","0","Bachelors",0,"1",65456,"Professional","0","No","0",0,"Yes","no","No","M",1,35,"Urban",11
"1706","0",0,38,28850,1,"Sports Car","Private","0","No High School",99501,"0",20299,"Clerical","0","Yes","0",0,"No","no","No","F",9,18,"Urban",10.77275
"1707","0",0,44,6960,0,"Pickup","Commercial","0","High School",0,"2",10627,"Student","0","Yes","0",0,"No","no","No","M",1,17,"Rural",13
"1708","0",0,49,18980,1,"Van","Commercial","3","High School",474948,"0",174804,"Blue Collar","0","No","5",2207,"No","no","No","M",11,59,"Urban",5
"1709","0",0,40,10700,1,"Minivan","Private","0","High School",170218,"3",27204,"Clerical","1","Yes","1",0,"No","no","No","M",10,66,"Rural",17
"1710","0",0,46,20510,0,"Minivan","Private","2","Bachelors",0,"0",82398,"Professional","0","No","0",34195,"No","yes","Yes","M",4,44,"Urban",12
"1711","0",0,39,6670,0,"SUV","Private","1","High School",81473,"2",0,"Home Maker","1","No","5",10102,"Yes","no","Yes","F",6,20,"Urban",0
"1712","0",0,50,25790,0,"Pickup","Private","3","Masters",301977,"0",114135,"Lawyer","0","Yes","2",4733,"No","no","No","F",1,56,"Urban",10
"1713","1",2786,46,15340,0,"SUV","Private","0","Bachelors",0,"0",71667,"Professional","0","No","0",0,"No","no","No","F",1,53,"Urban",11
"1714","0",0,40,24160,0,"Minivan","Private","0","Bachelors",168365,"3",0,"Professional","2","Yes","0",0,"No","no","No","F",6,33,"Rural",14
"1715","1",312.64148728,37,11940,0,"Minivan","Commercial","2","Bachelors",237469,"4",74246,"Blue Collar","1","Yes","2",5326,"No","no","No","F",10,40,"Urban",16
"1716","0",0,41,26740,0,"Panel Truck","Commercial","0","Bachelors",471354,"2",178019,"Blue Collar","0","Yes","0",0,"No","yes","No","M",17,28,"Urban",12.345
"1717","0",0,26,13420,0,"Minivan","Private","0","Bachelors",0,"1",21276,"Student","0","Yes","0",0,"No","no","No","F",1,17,"Urban",10.725
"1718","0",0,43,12140,1,"Pickup","Private","0","High School",0,"0",29922,"Clerical","0","No","1",0,"No","yes","No","M",4,40,"Urban",14
"1719","1",4975,34,4900,0,"Sports Car","Private","0","PhD",296393,"3",113195,"Lawyer","0","No","0",0,"Yes","no","No","F",10,57,"Urban",14
"1720","0",0,42,6280,0,"SUV","Private","3","Bachelors",175242,"0",47836,"Manager","0","Yes","3",8273,"No","no","No","F",1,34,"Urban",10
"1721","1",9540,54,14920,0,"SUV","Private","0","Masters",247045,"0",80227,"Professional","0","Yes","2",0,"No","no","No","F",1,23,"Urban",14
"1722","0",0,46,29700,0,"Pickup","Commercial","1","Masters",0,"0",76216,"Home Maker","0","No","1",35098,"No","no","No","F",20,56,"Urban",7
"1723","1",1957,44,5900,1,"SUV","Private","0","High School",132038,"3",0,"Home Maker","2","Yes","3",0,"No","no","Yes","F",6,39,"Urban",0
"1724","0",0,51,16570,1,"Van","Private","1","High School",148356,"0",27030,"Clerical","0","Yes","1",43297,"No","yes","No","M",6,30,"Urban",11.7
"1725","0",0,58,26790,0,"Pickup","Commercial","0","PhD",155156,"1",0,"Home Maker","1","Yes","0",0,"No","no","No","F",4,32,"Rural",15
"1726","0",0,56,11420,0,"Minivan","Private","0","Masters",403584,"0",160200,"Professional","0","Yes","1",0,"No","yes","No","M",1,38,"Rural",15
"1727","1",3261,40,14080,1,"SUV","Commercial","0","High School",0,"0",53899,"Blue Collar","0","Yes","1",0,"No","no","Yes","F",7,16,"Urban",11
"1728","0",0,54,20610,0,"Van","Private","0","Masters",260694,"0",88233,"Lawyer","0","Yes","0",0,"No","yes","Yes","M",6,27,"Urban",15
"1729","1",2855,38,5300,0,"Pickup","Commercial","1","High School",0,"0",26006,"Clerical","0","No","0",8342,"No","no","No","M",1,42,"Urban",10
"1730","1",7088.358289,33,4900,0,"Pickup","Commercial","0","No High School",97212,"2",30863,"Blue Collar","0","No","1",0,"Yes","yes","No","M",10,39,"Rural",10.82
"1731","0",0,52,28700,0,"Minivan","Private","0","Masters",0,"0",69741,"Lawyer","0","Yes","0",0,"No","no","No","F",7,21,"Urban",12
"1732","0",0,57,17120,0,"Pickup","Commercial","0","Bachelors",374650,"1",119961,"Blue Collar","0","Yes","0",0,"No","no","No","M",4,25,"Urban",15
"1733","0",0,33,16150,0,"SUV","Commercial","3","Bachelors",305456,"4",113498,"Blue Collar","0","Yes","5",6974,"No","no","No","F",1,28,"Urban",18
"1734","0",0,60,27780,1,"Minivan","Commercial","0","Bachelors",0,"2",112980,"Blue Collar","0","No","1",0,"Yes","yes","No","M",6,14,"Urban",16
"1735","0",0,47,13610,0,"Minivan","Private","0","Masters",222417,"0",71660,"Manager","0","Yes","0",0,"No","no","No","F",1,22,"Urban",14
"1736","0",0,52,20120,0,"Minivan","Private","0","Bachelors",313727,"0",125625,"Manager","0","Yes","4",0,"No","no","No","F",1,15,"Urban",12
"1737","0",0,36,18700,0,"Van","Commercial","0","High School",0,"0",0,"Blue Collar","0","No","3",0,"No","yes","No","M",3,48,"Urban",11
"1738","0",0,46,14620,0,"Minivan","Private","0","High School",0,"0",43197,"Manager","0","No","0",0,"No","no","No","M",11,36,"Urban",7
"1739","0",0,43,8400,1,"SUV","Private","0","High School",140262,"0",26036,"Clerical","0","No","1",0,"No","no","No","F",10,52,"Rural",11
"1740","1",3369,44,3560,0,"SUV","Private","0","No High School",0,"1",20638,"Clerical","1","No","0",0,"Yes","no","No","F",6,19,"Urban",9
"1741","0",0,60,8690,0,"SUV","Private","0","Bachelors",0,"0",38504,"Professional","0","No","3",0,"No","no","No","F",9,49,"Urban",9
"1742","0",0,54,6900,0,"Pickup","Commercial","0","No High School",217277,"0",52027,"Blue Collar","0","Yes","0",0,"No","no","No","M",7,31,"Rural",15
"1743","1",5816.4501508,39,5500,0,"SUV","Private","0","Bachelors",0,"2",9968,"Student","0","No","4",0,"Yes","no","No","F",4,44,"Rural",7
"1744","0",0,46,12230,0,"Pickup","Private","0","Bachelors",139244,"0",35214,"Clerical","0","Yes","0",0,"No","yes","No","M",7,35,"Rural",11
"1745","0",0,48,15160,0,"Minivan","Private","0","Bachelors",0,"0",88552,"Manager","0","No","1",0,"No","no","No","M",1,16,"Urban",9
"1746","0",0,40,9060,1,"Pickup","Private","2","High School",165032,"1",0,"Clerical","1","Yes","6",36486,"No","yes","Yes","M",7,11,"Urban",9
"1747","0",0,45,24070,0.2,"Panel Truck","Commercial","0","Bachelors",0,"2",0,"Student","1","No","1",0,"Yes","no","No","M",10,66,"Rural",0
"1748","0",0,50,9410,1,"Pickup","Private","0","Bachelors",176944,"0",29139,"Clerical","0","Yes","0",0,"No","yes","No","M",12,25,"Rural",11.6066666666667
"1749","0",0,46,28030,0,"Minivan","Private","0","PhD",411687,"0",181918,"Doctor","0","Yes","0",0,"No","no","No","F",4,42,"Urban",15
"1750","0",0,29,10130,0,"Pickup","Commercial","1","Bachelors",0,"2",59254,"Professional","0","Yes","5",6399,"No","no","No","M",1,50,"Urban",12
"1751","0",0,46,17510,0,"Van","Commercial","1","Masters",252802,"0",75983,"Professional","0","Yes","5",30343,"No","no","Yes","M",6,21,"Urban",5
"1752","0",0,42,14900,0,"Minivan","Commercial","0","Bachelors",273638,"2",75856,"Blue Collar","0","No","0",0,"Yes","yes","No","M",4,44,"Rural",11
"1753","0",0,46,7140,1,"Minivan","Private","0","High School",204486,"0",56388,"Blue Collar","0","Yes","0",0,"No","no","No","M",6,35,"Urban",8
"1754","0",0,34,1500,0,"Minivan","Private","0","No High School",136439,"3",27908,"Clerical","0","Yes","1",0,"No","yes","No","M",1,32,"Urban",12
"1755","0",0,58,30410,0,"Panel Truck","Commercial","0","High School",0,"0",36927,"Clerical","0","No","0",0,"No","yes","No","M",7,29,"Rural",14
"1756","0",0,38,14660,1,"Minivan","Commercial","0","High School",160256,"3",30592,"Blue Collar","0","Yes","0",0,"No","no","No","F",10,26,"Urban",5
"1757","0",0,44,16000,1,"Pickup","Commercial","0","High School",109877,"0",23276,"Clerical","0","Yes","1",0,"No","no","No","F",6,18,"Rural",13
"1758","0",0,49,14690,0.05,"Minivan","Private","0","Bachelors",235164,"0",64446,"Professional","0","Yes","1",0,"No","yes","No","M",1,19,"Rural",12
"1759","1",3044,42,1950,1,"SUV","Private","1","High School",0,"1",4480,"Home Maker","1","No","4",30089,"Yes","no","Yes","F",1,50,"Urban",11
"1760","0",0,39,9030,1,"SUV","Private","0","No High School",0,"1",0,"Student","0","Yes","1",0,"No","no","Yes","F",7,32,"Rural",0
"1761","0",0,46,28190,1,"SUV","Private","0","No High School",0,"0",31834,"Clerical","0","No","0",0,"No","no","No","F",6,68,"Urban",14
"1762","0",0,50,23980,0,"Pickup","Commercial","0","High School",121970,"0",26137,"Clerical","0","Yes","2",0,"No","no","No","F",4,31,"Rural",13
"1763","0",0,32,9830,0,"SUV","Private","2","High School",0,"1",0,"Student","0","Yes","7",7644,"No","no","No","F",9,44,"Urban",0
"1764","0",0,43,11750,1,"Minivan","Private","1","No High School",0,"0",0,"Student","0","Yes","0",4520,"No","yes","No","M",6,25,"Urban",0
"1765","0",0,48,28830,0,"SUV","Private","0","Bachelors",0,"0",92972,"Manager","0","No","0",0,"No","no","No","F",4,26,"Urban",12
"1766","1",4147,54,9730,1,"Pickup","Private","2","No High School",171275,"0",33791,"Clerical","0","Yes","5",41917,"No","yes","Yes","M",1,63,"Urban",13
"1767","0",0,49,20150,0,"SUV","Private","0","PhD",275723,"0",87961,"Lawyer","0","Yes","4",0,"No","no","No","F",13,30,"Urban",7
"1768","0",0,46,32280,0.405,"Panel Truck","Commercial","0","High School",0,"0",0,"Student","0","Yes","2",0,"No","yes","No","M",4,15,"Rural",0
"1769","1",6123,41,25010,0,"SUV","Commercial","1","Bachelors",0,"0",16108,"Student","0","No","0",39315,"No","no","Yes","F",6,34,"Urban",9.12222222222222
"1770","0",0,50,20000,0,"Van","Private","0","No High School",117038,"0",15989,"Clerical","0","Yes","0",0,"No","no","Yes","M",14,22,"Urban",14
"1771","1",3925,43,27330,0,"Sports Car","Private","0","Masters",0,"0",77104,"Manager","0","No","0",0,"No","no","No","F",6,33,"Urban",12
"1772","0",0,44,24300,0,"Pickup","Commercial","0","No High School",238931,"0",100046,"Blue Collar","0","Yes","1",0,"No","no","No","F",1,38,"Rural",12
"1773","0",0,51,30690,0,"Panel Truck","Commercial","4","Masters",333903,"0",113158,"Manager","0","Yes","4",3601,"No","no","No","M",1,18,"Urban",12
"1774","1",4373,57,11580,0,"SUV","Private","1","Bachelors",0,"0",100769,"Professional","0","No","4",6712,"No","no","No","F",6,31,"Urban",12
"1775","0",0,49,33960,0.0299999999999999,"Panel Truck","Commercial","0","Masters",337259,"0",122192,"Manager","0","No","0",0,"No","no","No","M",1,32,"Urban",10
"1776","0",0,42,10880,0,"Pickup","Private","0","High School",123562,"0",15307,"Clerical","0","Yes","2",0,"No","yes","No","M",1,53,"Rural",12
"1777","0",0,50,15860,0.495,"SUV","Private","0","High School",199108,"0",50621,"Professional","0","Yes","3",0,"No","no","No","F",10,32,"Urban",6
"1778","1",706,39,9290,0,"SUV","Commercial","0","Bachelors",217053,"1",77889,"Blue Collar","0","Yes","0",0,"No","no","No","F",6,44,"Urban",13
"1779","0",0,53,22920,0,"Minivan","Private","0","Masters",0,"0",55869,"Lawyer","0","No","0",0,"No","no","No","M",1,10,"Urban",7
"1780","1",16798.062604,42,13550,0,"Sports Car","Private","3","No High School",159141,"0",31093,"Clerical","0","Yes","2",5029,"No","no","No","F",10,9,"Urban",12
"1781","0",0,47,14780,0,"Minivan","Private","1","Bachelors",222737,"0",64549,"Manager","0","No","3",3457,"No","no","No","M",6,51,"Urban",6
"1782","0",0,63,14400,0,"Sports Car","Private","2","Masters",244144,"0",65962,"Manager","0","Yes","0",3694,"No","no","No","F",8,12,"Urban",13
"1783","0",0,45,3480,1,"Minivan","Private","0","No High School",0,"1",19802,"Clerical","1","No","1",0,"Yes","no","No","M",1,42,"Rural",10
"1784","1",5641,45,7920,0.403333333333333,"Sports Car","Private","2","No High School",0,"5",0,"Student","4","No","3",5288,"Yes","no","No","F",6,38,"Rural",0
"1785","0",0,48,28090,0,"Panel Truck","Commercial","2","Masters",0,"0",90174,"Manager","0","No","3",4436,"No","yes","No","M",3,52,"Urban",10
"1786","0",0,46,17980,0,"Van","Private","0","Masters",296257,"0",98346,"Lawyer","0","Yes","1",0,"No","no","No","M",4,16,"Urban",9
